Edward Jones - Financial Advisor: Lucian J Vermeulen, CIM®	7 Edinburgh Rd S Suite 4, Guelph, ON N1H 5N8, Canada	0830-1630	43.5370812	-80.25974529999999	accounting
Canadian Legacy Builder	53 Yarmouth St, Guelph, ON N1H 4G2, Canada	Unknown	43.54735319999999	-80.2522571	accounting
Payroll Services	355 Elmira Rd N, Guelph, ON N1K 1S5, Canada	Unknown	43.5342397	-80.3043355	accounting
Fife Financial	355 Elmira Rd N, Guelph, ON N1K 1S5, Canada	Unknown	43.53374339999999	-80.30503999999999	accounting
Payroll Solutions International Inc.	557 Massey Rd, Guelph, ON N1K 1B3, Canada	0830-1700	43.5317194	-80.3148801	accounting
Easy Tax	183 Silvercreek Pkwy N, Guelph, ON N1H 3T2, Canada	Unknown	43.5415264	-80.2801254	accounting
Golden Accounting & Tax Services	Woodlawn Park Plaza, 291 Woodlawn Rd W Unit 6a, Guelph, ON N1H 7L6, Canada	0900-1700	43.551313	-80.298076	accounting
Sharon Richard & Associates	300 Elizabeth St, Guelph, ON N1E 2X7, Canada	0900-1700	43.5545752	-80.2332234	accounting
Making Money For You	1 Lyon Ave, Guelph, ON N1H 5C6, Canada	0900-1630	43.5469225	-80.26199439999999	accounting
BDO Canada LLP	512 Woolwich St, Guelph, ON N1H 3X7, Canada	0830-1700	43.5549217	-80.26459299999999	accounting
Freeze Flame Productions Inc.	107 Bagot St #501, Guelph, ON N1H 8H5, Canada	Unknown	43.5434878	-80.2684041	accounting
Jentax	10 Windermere Ct, Guelph, ON N1E 3L4, Canada	Unknown	43.57661549999999	-80.2605528	accounting
Vestige Consultants	292 Harris St, Rockwood, ON N0B 2K0, Canada	0900-1700	43.6188904	-80.1337197	accounting
Tax Solutions Ltd. - Small Business Accountant	2 Taggart St Unit #2, Guelph, ON N1H 6H8, Canada	0900-1700	43.56097430000001	-80.2064226	accounting
ABET Tax and Accouting	370 Stone Rd W #20, Guelph, ON N1G 4V9, Canada	1800-2100	43.51614199999999	-80.2368202	accounting
Kerr Accounting Services Inc.	355 Elmira Rd N #125F, Guelph, ON N1K 1S5, Canada	0830-1630	43.5338427	-80.3048387	accounting
Edward Jones - Financial Advisor	1398 Gordon St #7, Guelph, ON N1L 1C8, Canada	0930-1630	43.5126517	-80.1972266	accounting
Edward Jones - Financial Advisor: Tony Crane, CFP®	1398 Gordon St Unit 7, Guelph, ON N1L 1C8, Canada	0830-1700	43.5126979	-80.1971148	accounting
Sunbelt Business Brokers	335 Laird Rd #3, Guelph, ON N1G 4P7, Canada	0500-1400	43.4934412	-80.2004865	accounting
Fred Kinsie Consulting	1945 Chilligo Rd, Cambridge, ON N3C 2V3, Canada	0900-1700	43.461641	-80.328512	accounting
Daleview Business Services	10 Karl Crt, Cambridge, ON N3C 3R4, Canada	0900-1700	43.4217857	-80.30068159999999	accounting
Drouillard Sambrook Kingston LLP (DSK)	344 Queen St W, Cambridge, ON N3C 1G8, Canada	0800-1700	43.4240953	-80.3233126	accounting
Ariss Bookkeeping	7192 Side Rd 10, Ariss, ON N0B 1B0, Canada	Unknown	43.61133499999999	-80.417294	accounting
Bottom Line Bookkeeping + Business Services	7297 Calfass Rd, Puslinch, ON N0B 2J0, Canada	Unknown	43.43525959999999	-80.1339777	accounting
At Ease Business Solutions	76 Barnicke Dr, Cambridge, ON N3C 3M2, Canada	0900-1700	43.4200874	-80.30949369999999	accounting
Tax Shield Inc	50 Fleming Dr, Cambridge, ON N1T 2B1, Canada	1000-1900	43.41207199999999	-80.294569	accounting
Deluxe | Payroll	420 Sheldon Dr 1st floor, Cambridge, ON N1T 2H9, Canada	0700-2000	43.4089248	-80.2939976	accounting
Refund Associates	240 Holiday Inn Dr Unit Y, Cambridge, ON N1T 2E3, Canada	Unknown	43.4162713	-80.3193059	accounting
Dynac Inc	35 Centennial Rd, Kitchener, ON N2B 3E9, Canada	Unknown	43.4730792	-80.4311862	accounting
Bonart Tax Preparation	422 Otterbein Rd, Kitchener, ON N2B 3V8, Canada	Unknown	43.46440130000001	-80.4254918	accounting
Scott Nosal Professional Corporation	832 Sawmill Rd, Bloomingdale, ON N0B 1K0, Canada	Unknown	43.509277	-80.461884	accounting
Trucker's Income Tax Systems	895 Langs Dr, Cambridge, ON N3H 5T6, Canada	1000-1800	43.40021379999999	-80.33493179999999	accounting
UpSide Accounting	425 Hespeler Rd, Cambridge, ON N1R 8J6, Canada	0900-1600	43.39619	-80.3236173	accounting
Tax Shield Inc	Cambridge Centre, 355 Hespeler Rd #138, Cambridge, ON N1R 6B3, Canada	0930-1900	43.393115	-80.319678	accounting
Simply Bookkeeping Svc	646 North St, Cambridge, ON N3H 1G7, Canada	1000-1630	43.4014732	-80.3538537	accounting
Lynley Schwartzentruber, Small Business Advisor	1249 Fairview Rd, Cambridge, ON N3H 4M2, Canada	Unknown	43.396118	-80.342863	accounting
Karla Magee Bookkeeping	94 Cobblehill Rd, Acton, ON L7J 2N6, Canada	0900-1700	43.62465089999999	-80.0418057	accounting
Stickland Bookkeeping	744 Elgin Street North, Cambridge, ON N1R 7W8, Canada	0930-1600	43.3865728	-80.31357109999999	accounting
Embree & Co LLP	223 King St E, Cambridge, ON N3H 3M5, Canada	0830-1700	43.3990031	-80.3640564	accounting
Forsyth Financial Services Inc.	634 Pine St, Cambridge, ON N3H 2S8, Canada	Unknown	43.38838399999999	-80.33699399999999	accounting
Millennium Tax Services	654 Duke St, Cambridge, ON N3H 3T5, Canada	0930-1700	43.39679119999999	-80.3580168	accounting
Reid's Field	Cambridge, ON N3C 2V4, Canada	Unknown	43.444063	-80.233233	airport
Region of Waterloo International Airport	4881 Fountain St N #1, Breslau, ON N0B 1M0, Canada	Unknown	43.4557903	-80.3858475	airport
Velcon Canada Inc	241 Shearson Crescent, Cambridge, ON N1T 1J5, Canada	Unknown	43.39873100000001	-80.296515	airport
Guelph AirPark	50 Skyway Dr, Guelph, ON N1H 6H8, Canada	Unknown	43.563755	-80.191492	airport
Flight Center	4881 Fountain St N, Breslau, ON N0B 1M0, Canada	Unknown	43.4558541	-80.3857493	airport
Red Carpet Car Service	602 Langs Dr, Cambridge, ON N3H 2N5, Canada	Unknown	43.3985744	-80.3402404	airport
Fergus (Vodarek Field) Aerodrome	Centre Wellington, ON N1M 2W5, Canada	Unknown	43.7232183	-80.2894058	airport
Bingemans	425 Bingemans Centre Dr, Kitchener, ON N2B 3X7, Canada	1000-2245	43.4746719	-80.4517202	amusement_park
Bingemans Big Splash	425 Bingemans Centre Dr, Kitchener, ON N2B 3X7, Canada	1000-1900	43.4724462	-80.4500466	amusement_park
Renann Isaacs Contemporary Art	5 Gordon St unit 107, Guelph, ON N1H 4G8, Canada	1100-1700	43.5418967	-80.2486237	art_gallery
Art Gallery of Guelph	358 Gordon St, Guelph, ON N1G 1Y1, Canada	1200-1700	43.5329426	-80.2329196	art_gallery
Wellington Artist's Gallery & Arts Centre	6142 Wellington Rd 29, RR#4, Fergus, ON N1H 3K8, Guelph/Eramosa, ON N1H, Canada	1100-1700	43.5146997	-80.26744149999999	art_gallery
vickie martin originals	34 Woodborough Rd, Guelph, ON N1G 3K5, Canada	0900-1800	43.5094102	-80.2286666	art_gallery
Rosemary Grant Fine Art	52 Westbury Crescent, Cambridge, ON N3C 3G3, Canada	1300-1600	43.4238414	-80.3072365	art_gallery
West River Gallery	100 Sheldon Dr, Cambridge, ON N1R 7S7, Canada	1000-1700	43.4034857	-80.3185659	art_gallery
Sunrise Art Gallery	355 Hespeler Rd, Cambridge, ON N1R 6B3, Canada	Unknown	43.39375130000001	-80.32104199999999	art_gallery
Idea Exchange | Preston	435 King St E, Cambridge, ON N3H 3N1, Canada	0915-1745	43.3977148	-80.3616009	art_gallery
Elm Tree Centre	2113 25 Side Rd, Moffat, ON L0P 1J0, Canada	1000-1700	43.5462954	-80.10847079999999	art_gallery
Portrait Artist Robert Howson	123 Woolwich St, Guelph, ON N1H 3V1, Canada	Unknown	43.5479588	-80.24933879999999	art_gallery
A Corner Peace Gallery	54 Yarmouth St, Guelph, ON N1H 4G3, Canada	Unknown	43.54708350000001	-80.2527427	art_gallery
Ed Video Media Arts Ctr	16 Wyndham St N, Guelph, ON N1H 4E5, Canada	Unknown	43.5448805	-80.2486016	art_gallery
Kloepfer Custom Framing & Gallery	18 Paisley St, Guelph, ON N1H 2N6, Canada	0900-1730	43.5449861	-80.2534084	art_gallery
Boarding House Arts & Capacity 3 Gallery	6 Dublin St S, Guelph, ON N1H 4L5, Canada	Unknown	43.5411729	-80.2505073	art_gallery
Barber Gallery	167 Suffolk St W, Guelph, ON N1H 2J7, Canada	0800-1700	43.5445014	-80.2609451	art_gallery
luxBorealis - photographs by Terry A. McDonald	79 Vanier Dr, Guelph, ON N1G 2K9, Canada	1000-1600	43.5247594	-80.2490232	art_gallery
Garden House Gallery	1953 Victoria Rd S, Guelph, ON N1L 1E8, Canada	Unknown	43.5046454	-80.1610082	art_gallery
Dances with Ghosts Gallery	Corner of Ash and, Wilson St, Eden Mills, ON N0B 1P0, Canada	Unknown	43.5785142	-80.1422154	art_gallery
Mark Griffiths Black & White	118 Main St S, Rockwood, ON N0B 2K0, Canada	Unknown	43.61854809999999	-80.14357799999999	art_gallery
ART OF JOHN A ROOT	143 Riverwalk Pl, Guelph/Eramosa, ON N0B 2K0, Canada	Unknown	43.6176945	-80.1399462	art_gallery
Hespeler Graffiti Alley	11 Queen St E, Cambridge, ON N3C 2A7, Canada	Unknown	43.4315277	-80.3104525	art_gallery
Vivid Dreams	1600 River Rd E, Kitchener, ON N2A 4K8, Canada	1200-2100	43.4296952	-80.4215059	art_gallery
Art 120	150 Albert St W, Fergus, ON N1M 1X2, Canada	Unknown	43.7023413	-80.37429740000002	art_gallery
RBC Royal Bank	987 Gordon St, Guelph, ON N1G 4W3, Canada	1000-1600	43.521431	-80.21246599999999	atm
RBC Royal Bank	74 Wyndham St N, Guelph, ON N1H 4E6, Canada	1000-1600	43.5455601	-80.2497759	atm
TD Canada Trust Branch and ATM	496 Edinburgh Rd S, Guelph, ON N1G 4Z1, Canada	1000-1800	43.520352	-80.23357279999999	atm
CIBC Branch with ATM	9 Woodlawn Rd W, Guelph, ON N1H 1G8, Canada	1000-1600	43.5644125	-80.2789535	atm
CIBC ATM	50 Stone Rd E, Guelph, ON N1G 2W1, Canada	Unknown	43.5302577	-80.2261058	atm
CIBC Branch with ATM	374 Stone Rd W, Guelph, ON N1G 4T8, Canada	1000-1600	43.51645999999999	-80.23783	atm
Little Short Stop	494 York Rd, Guelph, ON N1E 3J4, Canada	Unknown	43.5523234	-80.22386999999999	atm
Little Short Stop	113 Silvercreek Pkwy N, Guelph, ON N1H 3T3, Canada	0900-2100	43.540876	-80.2789353	atm
Circle K	926 Paisley Rd, Guelph, ON N1K 1X5, Canada	Unknown	43.5258534	-80.2849086	atm
Credit Union Central of Ontario LTD	505 Edinburgh Rd N, Guelph, ON N1H 1B2, Canada	Unknown	43.55980989999999	-80.2841105	atm
Little Short Stop	666 Woolwich St, Guelph, ON N1H 7G5, Canada	0600-2300	43.5587834	-80.2700145	atm
CIBC ATM	485 Silvercreek Pkwy N, Guelph, ON N1H 7K5, Canada	Unknown	43.5514035	-80.295519	atm
BMO Bank of Montreal	78 Wyndham St N, Guelph, ON N1H 6L8, Canada	0930-1700	43.54595459999999	-80.24991469999999	atm
President's Choice Financial ATM	297 Eramosa Rd, Guelph, ON N1E 2M7, Canada	0700-2300	43.5589034	-80.24772	atm
TD Canada Trust Branch and ATM	350 Eramosa Rd, Guelph, ON N1E 2M9, Canada	1000-1800	43.5607114	-80.2493508	atm
TD Canada Trust Branch and ATM	666 Woolwich St, Guelph, ON N1H 7G5, Canada	1000-1800	43.55817889999999	-80.2693992	atm
Little Short Stop	61 Willow Rd, Guelph, ON N1H 1W3, Canada	Unknown	43.5444069	-80.2741084	atm
President's Choice Financial ATM	191 Silvercreek Pkwy N, Guelph, ON N1H 3T2, Canada	0800-2100	43.5420157	-80.2809079	atm
President's Choice Financial Pavilion and ATM	1045 Paisley Rd, Guelph, ON N1K 1X6, Canada	0700-2300	43.52258	-80.289429	atm
President's Choice Financial ATM	160 Kortright Rd W, Guelph, ON N1G 4W2, Canada	0700-2300	43.51374320000001	-80.2181014	atm
President's Choice Financial ATM	124 Clair Rd E, Guelph, ON N1L 0G6, Canada	Unknown	43.5009103	-80.18872089999999	atm
BMO Bank of Montreal	3 Clair Rd E, Guelph, ON N1L 0J7, Canada	1000-1600	43.50017889999999	-80.1882704	atm
Little Short Stop	900 Jamieson Pkwy, Cambridge, ON N3C 4N6, Canada	Unknown	43.4246734	-80.2855609	atm
CIBC ATM	Highway 401 West, Between Highway 6 And, ON-24, Cambridge, ON N3C 4N6, Canada	Unknown	43.43520899999999	-80.246293	atm
CIBC ATM	Highway 401 East, Between, ON-6 #24, Cambridge, ON N3C 2V4, Canada	Unknown	43.43301400000001	-80.24486910000002	atm
Pioneer Energy	256 Brock Rd S, Guelph, ON N1H 6H9, Canada	Unknown	43.4587874	-80.1317557	atm
CIBC ATM	256 Brock Rd S, Guelph, ON N1H 6H9, Canada	Unknown	43.4587407	-80.1317799	atm
Shell	315 Brock Rd S, Guelph, ON N1H 6H9, Canada	Unknown	43.4557296	-80.1288199	atm
Little Short Stop	209 Pinebush Rd, Cambridge, ON N1R 7H8, Canada	Unknown	43.41102479999999	-80.3093413	atm
TD Canada Trust Branch and ATM	180 Holiday Inn Dr, Cambridge, ON N3C 3K1, Canada	1000-1800	43.4161033	-80.32261849999999	atm
President's Choice Financial ATM	180 Holiday Inn Dr, Cambridge, ON N3C 3Z4, Canada	0700-2300	43.41582269999999	-80.3236943	atm
TD Canada Trust ATM	Pinebush S, C, 209 Pinebush Rd, Cambridge, ON N1R 7H8, Canada	Unknown	43.41095190000001	-80.3093059	atm
Newer Technologies Ltd	811 Sawmill Rd, Bloomingdale, ON N0B 1K0, Canada	0800-1700	43.50811489999999	-80.462543	atm
Little Short Stop	95 Saginaw Pkwy, Cambridge, ON N1T 1W2, Canada	Unknown	43.3910898	-80.3009703	atm
President's Choice Financial Pavilion and ATM	980 Franklin Blvd, Cambridge, ON N1R 8R3, Canada	0800-2200	43.39302999999999	-80.30395999999999	atm
TD Canada Trust Branch and ATM	425 Hespeler Rd, Cambridge, ON N1R 6J2, Canada	1000-1800	43.396209	-80.32362499999999	atm
President's Choice Financial ATM	400 Conestoga Blvd, Cambridge, ON N1R 7L7, Canada	0700-2300	43.39396919999999	-80.3163143	atm
Little Short Stop	350 Hespeler Rd, Cambridge, ON N1R 6J6, Canada	0600-2300	43.3912129	-80.32367339999999	atm
RBC Royal Bank	117 Silvercreek Pkwy N, Guelph, ON N1H 3T2, Canada	1000-1600	43.5401196	-80.279476	atm
BMO Bank of Montreal	807 King St E, Cambridge, ON N3H 3P1, Canada	1000-1600	43.39517819999999	-80.3568031	atm
Shell	777 Tower St S, Fergus, ON N1M 2R2, Canada	0700-2200	43.6976648	-80.3704095	atm
TD Canada Trust Branch and ATM	1005 Ottawa St N, Kitchener, ON N2A 1H2, Canada	1000-1800	43.44954859999999	-80.4449721	atm
President's Choice Financial ATM	800 Tower St S, Fergus, ON N1M 2R3, Canada	0800-2300	43.69811	-80.36878	atm
Royal Trust Corporation of Canada	1020 Ottawa St N, Kitchener, ON N2B 2L3, Canada	Unknown	43.4506636	-80.4452773	atm
Mac's	30 Glamis Rd, Cambridge, ON N1R 7H5, Canada	0700-0000	43.3816247	-80.3059736	atm
President's Choice Financial Pavilion and ATM	1005 Ottawa St N, Kitchener, ON N2A 1H1, Canada	0700-2300	43.4494707	-80.44553429999999	atm
TD Canada Trust Branch and ATM	4233 King St E, Kitchener, ON N2P 2E9, Canada	0900-1800	43.41050539999999	-80.4001339	atm
RBC Royal Bank	100 Jamieson Pkwy, Cambridge, ON N3C 4B3, Canada	1000-1600	43.41707539999999	-80.3086932	atm
Shell	4195 King St E, Kitchener, ON N2P 2E8, Canada	Unknown	43.4108609	-80.400893	atm
BMO Bank of Montreal	43 Woodlawn Rd W, Guelph, ON N1H 1G8, Canada	1000-1600	43.5630769	-80.2807764	atm
Little Short Stop	501 Krug St, Kitchener, ON N2B 1L3, Canada	0600-2200	43.4570452	-80.46062710000001	atm
RBC Royal Bank	5 Woodlawn Rd W, Guelph, ON N1H 1G8, Canada	1000-1600	43.5653954	-80.2781292	atm
TD Canada Trust Branch and ATM	252 Queen St, Acton, ON L7J 1P6, Canada	1000-1800	43.633635	-80.0313771	atm
Little Short Stop	3014 King St E, Kitchener, ON N2A 1B3, Canada	Unknown	43.4285779	-80.4315197	atm
RBC Royal Bank	480 Hespeler Rd, Cambridge, ON N1R 7R9, Canada	1000-1600	43.3980952	-80.3261879	atm
Shell	145 Speedvale Ave W, Guelph, ON N1H 1K5, Canada	Unknown	43.5520066	-80.277727	atm
Circle K	987 Gordon St, Guelph, ON N1G 4W3, Canada	Unknown	43.52126680000001	-80.2121366	atm
TD Canada Trust Branch and ATM	963 Paisley Rd, Guelph, ON N1K 1X6, Canada	1000-1800	43.5247738	-80.2872965	atm
Bitcoin ATM	55 Wyndham St N, Guelph, ON ON N1H 7T8, Canada	Unknown	43.5460188	-80.24840789999999	atm
Bitcoin Solutions ATM - Coco Latte	55 Wyndham St N, Guelph, ON N1H 4E7, Canada	0730-1900	43.5460436	-80.24790109999999	atm
Strom's Farm & Bakery	5089 Wellington Rd 32, Guelph, ON N1H 6J4, Canada	Unknown	43.4964062	-80.2922218	bakery
Jones' No Frills	191 Silvercreek Pkwy N, Guelph, ON N1H 3T2, Canada	0800-2100	43.5422222	-80.28111109999999	bakery
Zehrs	297 Eramosa Rd, Guelph, ON N1E 2M7, Canada	0700-2300	43.55861109999999	-80.2477778	bakery
Domenics No Frills	35 Harvard Rd, Guelph, ON N1G 3A2, Canada	0800-2100	43.52543420000001	-80.22205869999999	bakery
British Pride Bakery - Cambridge	561 Hespeler Rd, Cambridge, ON N1R 6J4, Canada	0900-1600	43.4036079	-80.3252603	bakery
Dar's Delights	1 Line, Milton, ON L0P, Canada	Unknown	43.50511039999999	-80.0583065	bakery
Buns Master Bakery	256 Silvercreek Pkwy N, Guelph, ON N1H 1E7, Canada	0800-1830	43.5454476	-80.28889749999999	bakery
University Square Bakery & Deli	987 Gordon St #11, Guelph, ON N1G 4W3, Canada	0800-1730	43.52149499999999	-80.212639	bakery
Decadently Yours	119 Surrey St E, Guelph, ON N1H 3P7, Canada	1100-1600	43.5447223	-80.24339839999999	bakery
Zehrs	1005 Ottawa St N, Kitchener, ON N2A 1H1, Canada	0700-2300	43.4502074	-80.4454932	bakery
Goodness Me! Natural Food Market	36 Wellington St W, Guelph, ON N1H 4H7, Canada	0800-2100	43.539396	-80.24491019999999	bakery
Kate's Cakerie	15 Wildwood Pl, Guelph, ON N1H 7X9, Canada	Unknown	43.5336442	-80.2792801	bakery
Zehrs	160 Kortright Rd W, Guelph, ON N1G 4W2, Canada	0700-2300	43.51323470000001	-80.21845479999999	bakery
Sweet Temptations Cupcakery	1398 Gordon St #5, Guelph, ON N1L 1C8, Canada	1100-1700	43.512705	-80.1972784	bakery
Zehrs	124 Clair Rd E, Guelph, ON N1L 0G6, Canada	0700-2300	43.5030754	-80.1899171	bakery
Goodfellow's Field to Fork	155 Main St S, Rockwood, ON N0B 2K0, Canada	0700-1500	43.61753269999999	-80.1427057	bakery
The Cake Place	120 Callaway Dr, Cambridge, ON N3C 0B2, Canada	Unknown	43.4452729	-80.30708990000001	bakery
Thatcher Farms Country Store, Butcher Shop and Bakery	5727 5th Line, Guelph/Eramosa, ON N0B 2K0, Canada	1000-1700	43.6814431	-80.2303956	bakery
Zehrs	180 Holiday Inn Dr, Cambridge, ON N3C 3Z4, Canada	0700-2300	43.4156133	-80.3243245	bakery
Sopas Kitchen	140 McGovern Dr, Cambridge, ON N3H 4R7, Canada	0900-1700	43.4098174	-80.3328265	bakery
Donuts Donuts	520 Collier MacMillan Dr, Cambridge, ON N1R 6R6, Canada	1600-0000	43.4010139	-80.322097	bakery
Pepsi Co Foods	75 Saltsman Dr, Cambridge, ON N3H 4R7, Canada	Unknown	43.4185372	-80.37933129999999	bakery
Gibson's No Frills	980 Franklin Blvd, Cambridge, ON N1R 8R3, Canada	0800-2100	43.3928277	-80.3038519	bakery
With the Grain Bakery	295 Woolwich St, Guelph, ON N1H 3W4, Canada	0800-1600	43.550342	-80.256841	bakery
Quality Bakery And Deli	86 Dawson Rd, Guelph, ON N1H 1A8, Canada	0800-1600	43.54866800000001	-80.2790677	bakery
Zehrs	1045 Paisley Rd, Guelph, ON N1K 1X6, Canada	0700-2300	43.522611	-80.289429	bakery
Zehrs	800 Tower St S, Fergus, ON N1M 2R3, Canada	0800-2200	43.6976523	-80.36870739999999	bakery
Dar's Delights	11004 First Line Nassagaweya, Moffat, ON L0P 1J0, Canada	0600-1800	43.5052197	-80.0580379	bakery
Cake Lovers Unite	769 King St E, Cambridge, ON N3H 3N8, Canada	1100-1900	43.3953161	-80.3570797	bakery
Ross & Lindsay's No Frills	1515 King St E, Cambridge, ON N3H 3R6, Canada	0800-2100	43.3899309	-80.3454761	bakery
Wellington Cakes	9 Douglas St, Guelph, ON N1H 2S7, Canada	1100-1500	43.5465902	-80.2487745	bakery
Market Fresh	10 Paisley St, Guelph, ON N1H 2N6, Canada	0900-1900	43.5447222	-80.25277779999999	bakery
Dvas Custom Cakes & Treats	383 Elgin St N, Cambridge, ON N1R 8C1, Canada	1000-1600	43.378771	-80.30565	bakery
Portions Distinctive Meals And More Inc-Your Dietary Food Store	340 Woodlawn Rd W, Guelph, ON N1H 7K6, Canada	1000-1600	43.5481545	-80.29849689999999	bakery
Newtons No Gluten - Gluten Free Bakery and Kitchen	340 Woodlawn Rd W, Guelph, ON N1H 7K6, Canada	1000-1600	43.5481545	-80.29849689999999	bakery
Quality Baking Supplies	Guelph, ON N1H 4E9, Canada	Unknown	43.5469196	-80.2498647	bakery
Eric the Baker	46 Carden St, Guelph, ON N1H 3A2, Canada	0800-1800	43.5441178	-80.24846810000001	bakery
Killer Cupcakes Goremet	32A Wilson St, Guelph, ON N1H 4G5, Canada	1000-1600	43.5436865	-80.2497311	bakery
Cakewalk bakery	35 Neeve St, Guelph, ON N1H 4C2, Canada	Unknown	43.5446456	-80.24311929999999	bakery
West End Bakery	46 Waterloo Ave, Guelph, ON N1H 3H5, Canada	0800-1600	43.53990049999999	-80.25077999999999	bakery
Polestar Hearth	535 Woolwich St, Guelph, ON N1H 3X9, Canada	0800-1400	43.5560112	-80.2646438	bakery
Walmart Grocery Pickup	11 Woodlawn Rd W, Guelph, ON N1H 1G8, Canada	0800-2000	43.56552509999999	-80.2810871	bakery
Walmart Grocery Pickup	175 Stone Rd W, Guelph, ON N1G 5L4, Canada	0800-2000	43.5230293	-80.2327425	bakery
Costco Bakery	19 Elmira Rd S, Guelph, ON N1H 6J4, Canada	Unknown	43.5225059	-80.2947806	bakery
COBS Bread Bakery	20 Clair Rd W #2, Guelph, ON N1L 0A8, Canada	0700-2000	43.4994992	-80.1897996	bakery
Saunders Bakery	104 Main St S, Rockwood, ON N0B 2K0, Canada	0800-1800	43.6187728	-80.14400049999999	bakery
Nidha's Treat	273 McMeeken Dr, Cambridge, ON N3C 4N7, Canada	1000-1700	43.4434619	-80.2940519	bakery
THE BAGEL STOP	FISHERMILL PLAZA, 165 Fisher Mills Rd, Cambridge, ON N3C 1E1, Canada	Unknown	43.43575	-80.3201356	bakery
Dempster's Bread-Division Of Canada Bread Company Limited	10 Fleming Dr, Cambridge, ON N1T 2B1, Canada	Unknown	43.4133387	-80.29478209999999	bakery
Delish Kitch	6655 Concession 1, Puslinch, ON N0B 2J0, Canada	Unknown	43.4084894	-80.2428915	bakery
Delish Kitch	6655 Concession 1 RR 2, Puslinch, ON N0B 2J0, Canada	Unknown	43.4084894	-80.2428915	bakery
Walmart Grocery Pickup	22 Pinebush Rd, Cambridge, ON N1R 8K5, Canada	0800-2000	43.41005509999999	-80.3273164	bakery
Red Eye Cafe and Donuts	600 Hespeler Rd #76, Cambridge, ON N1R 8H2, Canada	1000-1400	43.4051927	-80.32907420000001	bakery
Lebanon Bread Inc.	101 Sheldon Dr Unit 6, Cambridge, ON N1R 6T6, Canada	0400-1800	43.4021221	-80.3184213	bakery
The Cakesmith	561 Hespeler Rd #6, Cambridge, ON N1R 6J4, Canada	0800-1600	43.4036175	-80.32527879999999	bakery
Zehrs	400 Conestoga Blvd, Cambridge, ON N1R 7L7, Canada	0700-2300	43.391642	-80.31593699999999	bakery
Off The Chain Decor Rental	415 Garden St, Cambridge, ON N3H 4E1, Canada	0900-1900	43.40219	-80.34824499999999	bakery
Grainharvest Breadhouse Inc	200 Lorraine Ave, Kitchener, ON N2B 3R3, Canada	0800-1700	43.46075340000001	-80.4411428	bakery
Complex Crew Cakery	McGee Ave, Kitchener, ON N2B 2T1, Canada	Unknown	43.4541651	-80.43596099999999	bakery
Carole's Kitchen	397 Middle St, Cambridge, ON N3H 3Z7, Canada	Unknown	43.4000192	-80.3529598	bakery
